"GEO_ID","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Never married","Margin of Error!!Total!!Male!!Never married","Estimate!!Total!!Male!!Now married","Margin of Error!!Total!!Male!!Now married","Estimate!!Total!!Male!!Now married!!Married, spouse present","Margin of Error!!Total!!Male!!Now married!!Married, spouse present","Estimate!!Total!!Male!!Now married!!Married, spouse absent","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Male!!Widowed","Margin of Error!!Total!!Male!!Widowed","Estimate!!Total!!Male!!Divorced","Margin of Error!!Total!!Male!!Divorced","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Never married","Margin of Error!!Total!!Female!!Never married","Estimate!!Total!!Female!!Now married","Margin of Error!!Total!!Female!!Now married","Estimate!!Total!!Female!!Now married!!Married, spouse present","Margin of Error!!Total!!Female!!Now married!!Married, spouse present","Estimate!!Total!!Female!!Now married!!Married, spouse absent","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Female!!Widowed","Margin of Error!!Total!!Female!!Widowed","Estimate!!Total!!Female!!Divorced","Margin of Error!!Total!!Female!!Divorced","Geographic Area Name"
"1400000US25021440100","6434","152","2634","190","626","167","1595","184","1569","186","26","22","26","22","0","127","104","82","309","144","3800","179","1182","223","1707","244","1590","188","117","137","0","127","117","137","482","165","429","135","Census Tract 4401, Norfolk County, Massachusetts"
"1400000US25021441202","1991","130","913","93","212","63","650","73","643","72","7","12","0","127","7","12","0","127","51","40","1078","89","199","55","730","63","654","71","76","56","60","54","16","21","42","32","107","60","Census Tract 4412.02, Norfolk County, Massachusetts"
"1400000US25021441203","3061","197","1627","190","560","151","833","101","803","100","30","33","0","127","30","33","10","17","224","105","1434","111","225","102","810","102","810","102","0","127","0","127","0","127","162","77","237","122","Census Tract 4412.03, Norfolk County, Massachusetts"
"1400000US25021441204","3266","233","1541","151","326","149","1109","97","1109","97","0","127","0","127","0","127","0","127","106","66","1725","128","239","108","1203","103","1125","98","78","58","7","11","71","57","119","66","164","96","Census Tract 4412.04, Norfolk County, Massachusetts"
"1400000US25021442101","4354","601","2249","445","916","453","1136","148","1014","119","122","108","9","14","113","107","66","42","131","68","2105","213","690","225","1091","113","1008","123","83","60","24","25","59","59","81","46","243","85","Census Tract 4421.01, Norfolk County, Massachusetts"
"1400000US25021442102","5482","207","2711","190","791","190","1755","139","1708","131","47","44","39","42","8","14","31","36","134","76","2771","173","536","168","1770","125","1719","127","51","39","36","34","15","23","246","100","219","73","Census Tract 4421.02, Norfolk County, Massachusetts"
"1400000US25021442103","4631","204","2267","141","499","140","1644","130","1573","134","71","64","0","127","71","64","75","77","49","36","2364","155","408","154","1671","125","1584","135","87","84","64","73","23","36","48","77","237","112","Census Tract 4421.03, Norfolk County, Massachusetts"
"1400000US25021442201","2976","179","1467","141","419","134","940","103","925","100","15","24","0","127","15","24","15","24","93","67","1509","115","368","128","940","91","926","96","14","23","14","23","0","127","64","49","137","83","Census Tract 4422.01, Norfolk County, Massachusetts"
"1400000US25021442202","5872","390","2805","262","953","209","1601","162","1471","141","130","92","36","46","94","81","66","49","185","82","3067","218","763","173","1610","136","1497","144","113","72","54","50","59","49","303","116","391","144","Census Tract 4422.02, Norfolk County, Massachusetts"
"1400000US25021443101","6014","288","2824","230","801","192","1747","164","1714","172","33","33","33","33","0","127","78","54","198","98","3190","264","689","166","1768","175","1709","178","59","47","31","33","28","31","224","110","509","204","Census Tract 4431.01, Norfolk County, Massachusetts"
"1400000US25021443102","6890","337","3481","293","1174","260","1883","194","1736","164","147","111","101","77","46","53","74","50","350","133","3409","202","853","186","1847","172","1765","168","82","65","19","22","63","62","241","107","468","142","Census Tract 4431.02, Norfolk County, Massachusetts"
"1400000US25021456101","3113","238","1451","140","348","97","958","130","843","94","115","84","11","17","104","81","90","57","55","42","1662","167","342","105","898","99","850","92","48","48","0","127","48","48","301","87","121","55","Census Tract 4561.01, Norfolk County, Massachusetts"
"1400000US25021456102","4170","417","2045","357","722","259","1119","184","973","167","146","133","25","28","121","130","35","38","169","101","2125","222","540","191","1102","172","983","168","119","105","68","79","51","60","232","113","251","118","Census Tract 4561.02, Norfolk County, Massachusetts"
"1400000US25021456200","2922","734","1484","385","521","275","788","141","700","92","88","134","4","12","84","136","59","43","116","58","1438","375","356","270","771","111","703","95","68","48","49","40","19","25","142","70","169","143","Census Tract 4562, Norfolk County, Massachusetts"
"1400000US25021456301","1369","355","712","246","270","138","442","218","186","78","256","215","67","73","189","217","0","127","0","127","657","170","314","134","198","75","182","76","16","27","0","127","16","27","39","37","106","86","Census Tract 4563.01, Norfolk County, Massachusetts"
"1400000US25021456302","4180","326","1777","215","686","215","820","117","793","111","27","29","10","17","17","26","39","37","232","90","2403","208","769","154","897","131","811","117","86","78","16","26","70","74","379","105","358","127","Census Tract 4563.02, Norfolk County, Massachusetts"
"1400000US25021456401","2238","143","1136","123","306","121","591","97","546","97","45","47","0","127","45","47","110","79","129","79","1102","125","270","108","606","110","555","102","51","48","12","19","39","46","126","56","100","58","Census Tract 4564.01, Norfolk County, Massachusetts"
"1400000US25021456402","4294","254","1941","158","458","131","1290","114","1257","113","33","31","0","127","33","31","44","32","149","75","2353","193","599","139","1337","109","1270","112","67","43","36","31","31","30","237","80","180","86","Census Tract 4564.02, Norfolk County, Massachusetts"
"1400000US25021457100","3595","128","1655","111","521","107","910","109","902","109","8","12","0","127","8","12","57","42","167","75","1940","117","396","97","962","113","923","113","39","33","13","21","26","27","271","96","311","96","Census Tract 4571, Norfolk County, Massachusetts"
"1400000US25021457200","4516","245","1997","152","522","134","1364","115","1348","116","16","27","0","127","16","27","63","38","48","38","2519","178","493","134","1456","123","1349","116","107","80","23","25","84","78","315","109","255","124","Census Tract 4572, Norfolk County, Massachusetts"
"1400000US25023500101","3281","265","1552","180","547","191","812","107","775","100","37","51","5","10","32","49","16","18","177","81","1729","153","459","153","830","105","757","99","73","65","53","55","20","31","191","66","249","92","Census Tract 5001.01, Plymouth County, Massachusetts"
"1400000US25023500103","2130","197","917","142","360","135","452","102","452","102","0","127","0","127","0","127","0","127","105","88","1213","132","306","123","467","105","443","99","24","31","0","127","24","31","146","71","294","136","Census Tract 5001.03, Plymouth County, Massachusetts"
"1400000US25023500104","3482","221","1396","165","404","111","874","136","843","132","31","33","16","26","15","22","25","27","93","58","2086","180","656","214","951","138","850","138","101","70","87","66","14","21","182","104","297","119","Census Tract 5001.04, Plymouth County, Massachusetts"
"1400000US25023501101","2750","211","1303","178","452","174","774","103","746","100","28","26","23","25","5","10","20","24","57","47","1447","134","328","91","761","99","761","99","0","127","0","127","0","127","127","52","231","87","Census Tract 5011.01, Plymouth County, Massachusetts"
"1400000US25023501102","6026","382","2606","196","670","158","1701","169","1625","159","76","62","15","26","61","68","145","69","90","54","3420","295","843","224","1672","159","1623","154","49","43","15","25","34","36","440","176","465","145","Census Tract 5011.02, Plymouth County, Massachusetts"
"1400000US25023501201","2686","194","1308","116","317","89","886","83","868","81","18","21","9","15","9","15","30","27","75","43","1378","126","277","103","905","87","885","86","20","23","9","15","11","18","91","47","105","54","Census Tract 5012.01, Plymouth County, Massachusetts"
"1400000US25023501202","5291","253","2361","139","567","131","1657","111","1603","106","54","33","9","15","45","30","38","27","99","59","2930","201","516","132","1656","101","1601","105","55","42","29","29","26","25","644","156","114","67","Census Tract 5012.02, Plymouth County, Massachusetts"
"1400000US25023502101","4820","280","2262","213","849","205","1160","166","1103","152","57","72","56","63","1","28","33","36","220","147","2558","242","995","230","1156","160","1100","161","56","53","35","39","21","37","133","78","274","132","Census Tract 5021.01, Plymouth County, Massachusetts"
"1400000US25023502102","4087","369","1940","239","625","232","1158","183","1074","178","84","74","34","30","50","68","12","20","145","88","2147","255","549","258","1096","187","1090","187","6","10","0","127","6","10","225","99","277","102","Census Tract 5021.02, Plymouth County, Massachusetts"
"1400000US25023502200","5472","305","2471","269","733","224","1520","206","1500","206","20","33","20","33","0","127","42","39","176","94","3001","230","647","174","1596","205","1505","209","91","69","64","58","27","29","347","123","411","186","Census Tract 5022, Plymouth County, Massachusetts"
"1400000US25023503101","5314","234","2728","218","728","198","1805","117","1791","120","14","22","0","127","14","22","38","37","157","74","2586","194","462","163","1862","126","1770","121","92","64","75","62","17","29","41","35","221","86","Census Tract 5031.01, Plymouth County, Massachusetts"
"1400000US25023503102","5245","197","2495","187","675","157","1586","147","1481","127","105","98","65","79","40","62","71","53","163","99","2750","163","606","127","1534","132","1448","129","86","63","24","29","62","56","325","122","285","110","Census Tract 5031.02, Plymouth County, Massachusetts"
"1400000US25023504101","4043","184","1906","141","503","110","1165","98","1077","97","88","54","49","49","39","21","125","81","113","55","2137","150","335","95","1178","117","1069","100","109","75","39","27","70","70","345","105","279","92","Census Tract 5041.01, Plymouth County, Massachusetts"
"1400000US25023504102","3698","164","1839","132","462","95","1287","90","1250","97","37","39","13","20","24","34","34","28","56","47","1859","106","317","87","1307","89","1252","100","55","43","8","13","47","41","108","57","127","69","Census Tract 5041.02, Plymouth County, Massachusetts"
"1400000US25023505101","5438","302","2548","245","729","190","1510","191","1510","191","0","127","0","127","0","127","120","94","189","112","2890","240","441","148","1588","200","1516","190","72","45","56","39","16","26","435","135","426","142","Census Tract 5051.01, Plymouth County, Massachusetts"
"1400000US25023505102","3654","236","1606","126","283","74","1215","121","1176","118","39","40","9","13","30","38","27","22","81","59","2048","170","475","127","1194","119","1173","118","21","23","21","23","0","127","135","53","244","102","Census Tract 5051.02, Plymouth County, Massachusetts"
"1400000US25023505200","5038","347","2312","223","522","163","1470","189","1463","188","7","12","0","127","7","12","133","104","187","85","2726","217","486","145","1539","173","1458","194","81","80","81","80","0","127","394","100","307","109","Census Tract 5052, Plymouth County, Massachusetts"
"1400000US25023506101","5117","265","2496","198","614","173","1584","163","1546","160","38","43","23","34","15","25","58","48","240","123","2621","184","421","138","1569","161","1535","161","34","36","8","13","26","33","326","126","305","113","Census Tract 5061.01, Plymouth County, Massachusetts"
"1400000US25023506102","4677","276","2343","218","832","250","1350","164","1296","163","54","64","0","127","54","64","11","20","150","85","2334","164","538","174","1389","163","1320","158","69","65","58","63","11","17","317","131","90","56","Census Tract 5061.02, Plymouth County, Massachusetts"
"1400000US25023506202","1990","117","992","91","231","100","704","76","676","74","28","32","14","23","14","23","14","22","43","34","998","89","206","80","699","72","675","76","24","29","8","13","16","26","14","23","79","41","Census Tract 5062.02, Plymouth County, Massachusetts"
"1400000US25023506203","3909","186","1883","153","528","125","1193","107","1129","109","64","58","9","14","55","56","20","21","142","67","2026","155","443","126","1218","120","1137","111","81","49","38","33","43","34","142","70","223","87","Census Tract 5062.03, Plymouth County, Massachusetts"
"1400000US25023506204","3932","327","1929","238","624","158","1147","169","1075","157","72","67","47","61","25","28","26","41","132","90","2003","181","487","127","1149","148","1074","153","75","52","47","43","28","32","75","45","292","103","Census Tract 5062.04, Plymouth County, Massachusetts"
"1400000US25023507101","3935","244","1730","143","234","71","1355","115","1260","118","95","64","0","127","95","64","52","40","89","58","2205","193","457","131","1402","115","1270","123","132","75","88","63","44","41","239","77","107","55","Census Tract 5071.01, Plymouth County, Massachusetts"
"1400000US25023507103","3186","228","1453","145","238","88","1113","108","1104","106","9","15","0","127","9","15","38","46","64","39","1733","131","330","98","1145","105","1100","105","45","37","45","37","0","127","145","67","113","55","Census Tract 5071.03, Plymouth County, Massachusetts"
"1400000US25023507104","4102","286","1963","254","500","222","1259","114","1259","114","0","127","0","127","0","127","18","22","186","83","2139","159","404","146","1317","110","1268","114","49","36","27","26","22","24","151","58","267","101","Census Tract 5071.04, Plymouth County, Massachusetts"
