"B05001_001E","B05001_001M","B05001_002E","B05001_002M","B05001_003E","B05001_003M","B05001_004E","B05001_004M","B05001_005E","B05001_005M","B05001_006E","B05001_006M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","id","Geographic Area Name"
"6065","348","5209","347","0","17","54","45","486","153","316","132","1400000US25017382300","Census Tract 3823, Middlesex County, Massachusetts"
"5294","275","4427","322","0","17","113","100","577","204","177","102","1400000US25017382400","Census Tract 3824, Middlesex County, Massachusetts"
"5070","382","3742","388","15","22","47","37","325","118","941","285","1400000US25017382500","Census Tract 3825, Middlesex County, Massachusetts"
"4578","308","2602","256","0","12","129","108","476","194","1371","277","1400000US25017382601","Census Tract 3826.01, Middlesex County, Massachusetts"
"4494","226","3638","233","22","22","8","13","492","117","334","126","1400000US25017382602","Census Tract 3826.02, Middlesex County, Massachusetts"
"3557","502","1627","417","116","71","19","31","460","171","1335","269","1400000US25017383101","Census Tract 3831.01, Middlesex County, Massachusetts"
"5642","419","3057","423","511","198","0","17","564","157","1510","324","1400000US25017383102","Census Tract 3831.02, Middlesex County, Massachusetts"
"6141","568","3333","384","682","323","40","53","704","191","1382","580","1400000US25017383200","Census Tract 3832, Middlesex County, Massachusetts"
"3154","329","2078","393","0","12","26","36","533","256","517","231","1400000US25017383300","Census Tract 3833, Middlesex County, Massachusetts"
"7047","791","4032","769","35","56","16","29","921","328","2043","879","1400000US25017383400","Census Tract 3834, Middlesex County, Massachusetts"
"5083","445","2980","312","384","250","92","82","749","210","878","281","1400000US25017383501","Census Tract 3835.01, Middlesex County, Massachusetts"
"3657","496","2854","508","10","19","47","43","377","99","369","177","1400000US25017383502","Census Tract 3835.02, Middlesex County, Massachusetts"
"6192","408","4246","459","19","31","31","49","720","292","1176","339","1400000US25017383600","Census Tract 3836, Middlesex County, Massachusetts"
"5031","369","3942","376","73","81","0","17","745","212","271","145","1400000US25017383700","Census Tract 3837, Middlesex County, Massachusetts"
"6191","377","5034","459","150","100","33","38","720","200","254","139","1400000US25017383800","Census Tract 3838, Middlesex County, Massachusetts"
"8032","353","6993","393","31","38","0","17","647","191","361","206","1400000US25017383901","Census Tract 3839.01, Middlesex County, Massachusetts"
"5423","320","4429","249","8","14","33","29","574","194","379","268","1400000US25017383902","Census Tract 3839.02, Middlesex County, Massachusetts"
"1501","114","1261","133","5","12","0","12","168","72","67","41","1400000US25017384001","Census Tract 3840.01, Middlesex County, Massachusetts"
"5657","516","3364","359","40","47","160","208","779","219","1314","435","1400000US25017384002","Census Tract 3840.02, Middlesex County, Massachusetts"
"7389","287","6108","361","53","67","52","48","672","178","504","234","1400000US25017385100","Census Tract 3851, Middlesex County, Massachusetts"
"2644","163","1790","216","51","49","44","53","305","95","454","247","1400000US25017385201","Census Tract 3852.01, Middlesex County, Massachusetts"
"7677","285","5602","394","58","50","81","62","1236","302","700","230","1400000US25017385202","Census Tract 3852.02, Middlesex County, Massachusetts"
"4316","24","3788","185","0","12","91","69","284","77","153","171","1400000US25017386100","Census Tract 3861, Middlesex County, Massachusetts"
"4216","163","3969","180","7","11","8","13","126","80","106","59","1400000US25017387100","Census Tract 3871, Middlesex County, Massachusetts"
"6260","229","5638","214","0","17","16","26","265","97","341","177","1400000US25017387201","Census Tract 3872.01, Middlesex County, Massachusetts"
"4248","163","3777","210","0","12","17","23","217","101","237","100","1400000US25017387202","Census Tract 3872.02, Middlesex County, Massachusetts"
"5561","20","4359","210","0","17","48","39","707","141","447","189","1400000US25017388100","Census Tract 3881, Middlesex County, Massachusetts"
"7633","20","6712","304","192","59","50","38","448","217","231","151","1400000US25017388200","Census Tract 3882, Middlesex County, Massachusetts"
"6036","415","4167","486","545","183","68","51","451","140","805","236","1400000US25017388300","Census Tract 3883, Middlesex County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017980000","Census Tract 9800, Middlesex County, Massachusetts"
"5021","489","3695","468","10","19","16","27","596","209","704","288","1400000US25021400100","Census Tract 4001, Norfolk County, Massachusetts"
"6600","588","3937","437","2","4","201","102","834","268","1626","466","1400000US25021400200","Census Tract 4002, Norfolk County, Massachusetts"
"4203","324","2945","313","16","22","102","75","515","151","625","255","1400000US25021400300","Census Tract 4003, Norfolk County, Massachusetts"
"5786","445","4260","500","0","17","61","64","802","207","663","258","1400000US25021400400","Census Tract 4004, Norfolk County, Massachusetts"
"5042","439","3844","493","11","17","86","62","574","172","527","209","1400000US25021400500","Census Tract 4005, Norfolk County, Massachusetts"
"5365","346","3732","448","0","17","127","102","836","238","670","273","1400000US25021400600","Census Tract 4006, Norfolk County, Massachusetts"
"3356","263","2529","244","22","34","41","34","277","100","487","154","1400000US25021400700","Census Tract 4007, Norfolk County, Massachusetts"
"5349","443","3355","400","3","8","27","32","771","218","1193","338","1400000US25021400800","Census Tract 4008, Norfolk County, Massachusetts"
"4089","260","2538","228","0","12","77","42","593","133","881","219","1400000US25021400900","Census Tract 4009, Norfolk County, Massachusetts"
"3307","239","2511","241","0","12","66","51","336","121","394","158","1400000US25021401000","Census Tract 4010, Norfolk County, Massachusetts"
"3967","279","2960","253","0","12","99","64","586","151","322","102","1400000US25021401100","Census Tract 4011, Norfolk County, Massachusetts"
"7095","427","4539","475","16","26","126","98","977","310","1437","403","1400000US25021401200","Census Tract 4012, Norfolk County, Massachusetts"
"3584","223","3057","235","0","12","56","64","336","126","135","80","1400000US25021402101","Census Tract 4021.01, Norfolk County, Massachusetts"
"4276","287","3279","212","77","51","22","29","654","245","244","116","1400000US25021402102","Census Tract 4021.02, Norfolk County, Massachusetts"
"2292","166","1896","162","35","37","23","21","202","72","136","64","1400000US25021402200","Census Tract 4022, Norfolk County, Massachusetts"
"4645","205","4008","305","12","17","42","37","450","173","133","67","1400000US25021402300","Census Tract 4023, Norfolk County, Massachusetts"
"6381","341","5770","409","21","36","52","52","344","170","194","100","1400000US25021402400","Census Tract 4024, Norfolk County, Massachusetts"
"4105","370","3711","403","13","21","14","17","223","95","144","76","1400000US25021402500","Census Tract 4025, Norfolk County, Massachusetts"
"6858","320","6012","363","1","3","16","25","570","197","259","204","1400000US25021403100","Census Tract 4031, Norfolk County, Massachusetts"
"4347","239","3902","290","2","4","51","37","302","107","90","84","1400000US25021403300","Census Tract 4033, Norfolk County, Massachusetts"
"6903","369","5995","342","0","17","70","50","759","225","79","69","1400000US25021403400","Census Tract 4034, Norfolk County, Massachusetts"
"6596","296","5051","384","4","8","109","90","918","292","514","225","1400000US25021403500","Census Tract 4035, Norfolk County, Massachusetts"
"4164","223","3181","179","18","29","73","41","563","149","329","155","1400000US25021404100","Census Tract 4041, Norfolk County, Massachusetts"
"3698","188","3242","209","0","12","44","31","254","89","158","90","1400000US25021404201","Census Tract 4042.01, Norfolk County, Massachusetts"
"5051","289","3896","291","0","17","96","54","530","126","529","164","1400000US25021404202","Census Tract 4042.02, Norfolk County, Massachusetts"
"5509","332","4633","361","41","61","59","40","510","120","266","134","1400000US25021404301","Census Tract 4043.01, Norfolk County, Massachusetts"
"3811","190","2896","216","10","21","68","40","392","96","445","207","1400000US25021404302","Census Tract 4043.02, Norfolk County, Massachusetts"
"6514","339","5447","304","23","28","166","69","415","107","463","129","1400000US25021404400","Census Tract 4044, Norfolk County, Massachusetts"
"6044","25","5052","177","11","18","33","28","728","132","220","133","1400000US25021405100","Census Tract 4051, Norfolk County, Massachusetts"
"6070","235","5478","338","0","17","133","122","273","144","186","182","1400000US25021406101","Census Tract 4061.01, Norfolk County, Massachusetts"
"6771","237","6150","266","0","17","20","23","439","155","162","114","1400000US25021406102","Census Tract 4061.02, Norfolk County, Massachusetts"
"8233","23","7319","338","50","79","73","58","499","231","292","257","1400000US25021407100","Census Tract 4071, Norfolk County, Massachusetts"
"8170","220","7489","315","3","7","98","74","344","162","236","158","1400000US25021408101","Census Tract 4081.01, Norfolk County, Massachusetts"
"5155","218","4773","251","34","33","19","21","280","136","49","37","1400000US25021408102","Census Tract 4081.02, Norfolk County, Massachusetts"
"6260","276","5657","260","76","37","20","16","175","67","332","140","1400000US25021409101","Census Tract 4091.01, Norfolk County, Massachusetts"
"5526","275","5224","273","0","17","43","37","186","77","73","73","1400000US25021409102","Census Tract 4091.02, Norfolk County, Massachusetts"
"7044","457","6475","501","1","2","0","17","451","234","117","87","1400000US25021410100","Census Tract 4101, Norfolk County, Massachusetts"
"4589","318","3940","309","53","82","32","25","376","151","188","102","1400000US25021410300","Census Tract 4103, Norfolk County, Massachusetts"
"6094","389","5455","472","0","17","91","142","297","157","251","152","1400000US25021410400","Census Tract 4104, Norfolk County, Massachusetts"
"8285","468","7113","451","116","173","104","74","318","140","634","255","1400000US25021411100","Census Tract 4111, Norfolk County, Massachusetts"
"7146","570","6294","412","0","17","89","86","339","102","424","474","1400000US25021411200","Census Tract 4112, Norfolk County, Massachusetts"
"5680","315","5137","316","0","17","77","60","247","150","219","164","1400000US25021411301","Census Tract 4113.01, Norfolk County, Massachusetts"
"4018","330","3361","335","35","56","19","18","370","111","233","115","1400000US25021411302","Census Tract 4113.02, Norfolk County, Massachusetts"
"6854","333","5991","422","0","17","22","35","443","142","398","287","1400000US25021412100","Census Tract 4121, Norfolk County, Massachusetts"
"3938","224","3360","261","0","12","60","59","369","139","149","95","1400000US25021412200","Census Tract 4122, Norfolk County, Massachusetts"
"5344","294","4276","233","23","35","118","76","797","178","130","76","1400000US25021412300","Census Tract 4123, Norfolk County, Massachusetts"
"5191","496","4437","486","26","40","31","49","505","239","192","108","1400000US25021413100","Census Tract 4131, Norfolk County, Massachusetts"
"6987","377","5781","454","5","11","58","64","770","206","373","223","1400000US25021413200","Census Tract 4132, Norfolk County, Massachusetts"
"5011","281","4367","313","0","17","49","42","294","115","301","146","1400000US25021413300","Census Tract 4133, Norfolk County, Massachusetts"
"3134","207","2741","224","9","14","10","16","308","157","66","52","1400000US25021413401","Census Tract 4134.01, Norfolk County, Massachusetts"
"4404","320","2982","262","26","30","69","64","619","244","708","198","1400000US25021413402","Census Tract 4134.02, Norfolk County, Massachusetts"
"4579","353","3352","361","5","8","50","43","583","218","589","222","1400000US25021413500","Census Tract 4135, Norfolk County, Massachusetts"
"5588","281","3996","315","16","24","72","60","1215","239","289","112","1400000US25021414100","Census Tract 4141, Norfolk County, Massachusetts"
"7656","289","5800","391","0","17","50","48","1291","330","515","207","1400000US25021414200","Census Tract 4142, Norfolk County, Massachusetts"
"5282","234","4100","268","23","30","98","67","739","155","322","138","1400000US25021414300","Census Tract 4143, Norfolk County, Massachusetts"
"4866","229","4169","267","0","12","34","32","487","124","176","90","1400000US25021415101","Census Tract 4151.01, Norfolk County, Massachusetts"
