"B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home","id","Geographic Area Name"
"3239","373","2819","366","2246","302","573","238","389","197","32","33","99","78","44","57","9","16","75","76","64","74","0","17","11","17","0","17","0","17","146","110","0","17","0","17","117","74","43","55","39","32","1400000US25009251600","Census Tract 2516, Essex County, Massachusetts"
"2546","368","2278","354","1902","327","376","177","302","171","11","17","24","36","28","46","11","16","109","75","100","74","0","17","9","15","0","17","0","17","38","46","0","17","0","17","92","69","0","17","29","31","1400000US25009251700","Census Tract 2517, Essex County, Massachusetts"
"3784","435","3553","432","2938","373","615","256","516","232","73","69","12","18","14","25","0","17","103","75","93","72","0","17","10","16","0","17","0","17","54","68","0","17","0","17","48","77","0","17","26","37","1400000US25009251800","Census Tract 2518, Essex County, Massachusetts"
"1799","258","1557","238","1300","227","257","127","214","110","43","56","0","12","0","12","0","12","151","91","128","92","0","12","23","28","0","12","0","12","9","15","0","12","0","12","12","19","51","64","19","22","1400000US25009252101","Census Tract 2521.01, Essex County, Massachusetts"
"2093","198","1944","206","1752","204","192","96","192","96","0","12","0","12","0","12","0","12","21","23","0","12","0","12","21","23","0","12","0","12","0","12","0","12","0","12","10","15","37","46","81","44","1400000US25009252102","Census Tract 2521.02, Essex County, Massachusetts"
"1893","257","1811","263","1642","277","169","98","116","72","0","12","0","12","0","12","53","71","11","17","0","12","0","12","11","17","0","12","0","12","0","12","0","12","0","12","11","18","0","12","60","60","1400000US25009252201","Census Tract 2522.01, Essex County, Massachusetts"
"1809","236","1742","226","1641","199","101","68","82","66","19","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","14","58","53","1400000US25009252202","Census Tract 2522.02, Essex County, Massachusetts"
"4184","635","3857","566","3450","530","407","200","407","200","0","17","0","17","0","17","0","17","47","50","8","14","0","17","39","49","0","17","0","17","0","17","0","17","0","17","101","96","94","111","85","89","1400000US25009252300","Census Tract 2523, Essex County, Massachusetts"
"2324","342","1952","340","1706","330","246","125","234","122","12","19","0","12","0","12","0","12","79","84","79","84","0","12","0","12","0","12","0","12","0","12","10","17","0","12","44","43","153","160","86","61","1400000US25009252400","Census Tract 2524, Essex County, Massachusetts"
"2258","261","2147","252","2010","232","137","98","131","96","5","9","0","12","1","2","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","19","18","20","83","48","1400000US25009252501","Census Tract 2525.01, Essex County, Massachusetts"
"2388","210","2173","194","1962","212","211","108","181","102","30","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","29","42","0","12","0","12","27","33","19","28","140","89","1400000US25009252502","Census Tract 2525.02, Essex County, Massachusetts"
"3712","367","3447","381","3233","422","214","127","125","100","48","49","0","17","0","17","41","60","59","66","33","39","0","17","26","41","0","17","0","17","0","17","0","17","18","28","41","54","45","64","102","69","1400000US25009252601","Census Tract 2526.01, Essex County, Massachusetts"
"2529","211","2416","207","2158","178","258","127","192","89","66","76","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","40","38","9","15","64","46","1400000US25009252602","Census Tract 2526.02, Essex County, Massachusetts"
"1687","187","1572","180","1426","165","146","83","108","67","38","40","0","12","0","12","0","12","18","21","0","12","12","18","6","10","0","12","0","12","0","12","0","12","0","12","7","11","13","23","77","53","1400000US25009252603","Census Tract 2526.03, Essex County, Massachusetts"
"2836","283","2581","287","2231","299","350","164","252","135","53","67","45","50","0","17","0","17","74","66","25","44","0","17","49","45","0","17","0","17","0","17","0","17","0","17","106","74","0","17","75","54","1400000US25009253100","Census Tract 2531, Essex County, Massachusetts"
"1728","158","1557","158","1495","156","62","34","62","34","0","12","0","12","0","12","0","12","42","34","0","12","9","15","33","30","0","12","0","12","11","18","0","12","0","12","18","23","14","21","86","57","1400000US25009253201","Census Tract 2532.01, Essex County, Massachusetts"
"3429","365","2808","400","2522","375","286","175","216","165","62","56","8","15","0","17","0","17","192","142","84","123","65","64","43","41","0","17","0","17","24","32","17","26","0","17","86","68","114","141","188","93","1400000US25009253202","Census Tract 2532.02, Essex County, Massachusetts"
"2228","240","1808","211","1669","188","139","108","129","107","0","12","0","12","0","12","10","19","71","44","8","12","20","22","43","37","0","12","0","12","0","12","0","12","0","12","31","41","18","19","300","136","1400000US25009253203","Census Tract 2532.03, Essex County, Massachusetts"
"2918","267","2435","293","2368","301","67","54","24","29","25","38","12","19","6","12","0","17","207","108","30","34","59","40","118","97","0","17","0","17","0","17","0","17","0","17","0","17","37","28","239","74","1400000US25009253204","Census Tract 2532.04, Essex County, Massachusetts"
"2286","249","1950","216","1838","184","112","80","106","79","6","11","0","12","0","12","0","12","89","69","0","12","23","25","55","60","11","17","0","12","0","12","0","12","0","12","8","12","6","9","233","75","1400000US25009253205","Census Tract 2532.05, Essex County, Massachusetts"
"3305","308","2774","324","2585","321","189","110","164","107","14","21","0","17","5","13","6","13","165","83","41","49","0","17","124","73","0","17","0","17","0","17","0","17","0","17","1","9","0","17","365","133","1400000US25009254100","Census Tract 2541, Essex County, Massachusetts"
"2818","242","2003","175","1816","171","187","79","155","76","20","19","12","19","0","17","0","17","87","47","12","17","28","26","37","30","0","17","10","15","0","17","0","17","0","17","358","127","45","55","325","98","1400000US25009254200","Census Tract 2542, Essex County, Massachusetts"
"1954","201","1482","172","1423","166","59","46","59","46","0","12","0","12","0","12","0","12","118","73","17","19","0","12","101","64","0","12","0","12","0","12","0","12","29","44","100","81","29","33","196","99","1400000US25009254301","Census Tract 2543.01, Essex County, Massachusetts"
"2478","240","2069","225","1982","238","87","53","53","46","26","25","8","12","0","12","0","12","149","74","79","69","52","33","18","20","0","12","0","12","31","35","0","12","0","12","42","29","24","38","163","80","1400000US25009254302","Census Tract 2543.02, Essex County, Massachusetts"
"1978","165","1746","166","1679","148","67","60","17","20","50","56","0","12","0","12","0","12","98","56","0","12","20","29","78","49","0","12","0","12","0","12","0","12","10","17","21","33","11","17","92","54","1400000US25009254401","Census Tract 2544.01, Essex County, Massachusetts"
"3852","300","3281","303","2907","327","374","211","282","180","75","90","17","27","0","17","0","17","240","142","23","36","98","100","119","108","0","17","0","17","25","40","0","17","4","8","0","17","0","17","302","133","1400000US25009254402","Census Tract 2544.02, Essex County, Massachusetts"
"2039","189","1719","181","1600","173","119","76","105","66","14","20","0","12","0","12","0","12","90","44","0","12","15","19","75","41","0","12","0","12","0","12","0","12","0","12","36","35","55","55","139","57","1400000US25009254403","Census Tract 2544.03, Essex County, Massachusetts"
"2827","442","2279","421","1992","380","287","179","182","158","32","45","0","17","73","77","0","17","313","160","197","148","78","93","38","37","0","17","0","17","0","17","0","17","0","17","227","129","0","17","8","7","1400000US25009260100","Census Tract 2601, Essex County, Massachusetts"
"1729","265","1496","237","1306","228","190","119","190","119","0","12","0","12","0","12","0","12","39","34","32","32","0","12","7","11","0","12","0","12","14","17","0","12","0","12","94","73","8","12","78","53","1400000US25009260200","Census Tract 2602, Essex County, Massachusetts"
"2550","288","2388","287","2189","275","199","73","183","74","9","14","7","12","0","12","0","12","19","21","0","12","0","12","19","21","0","12","0","12","9","14","0","12","0","12","65","39","18","28","51","30","1400000US25009260301","Census Tract 2603.01, Essex County, Massachusetts"
"1668","203","1604","207","1452","203","152","88","152","88","0","12","0","12","0","12","0","12","29","27","0","12","6","13","23","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","24","1400000US25009260302","Census Tract 2603.02, Essex County, Massachusetts"
"1959","190","1852","179","1680","166","172","84","172","84","0","12","0","12","0","12","0","12","24","23","6","10","10","16","0","12","8","13","0","12","16","23","0","12","0","12","20","24","7","13","40","29","1400000US25009260401","Census Tract 2604.01, Essex County, Massachusetts"
"3797","424","3563","433","3406","434","157","134","77","41","0","17","0","17","80","126","0","17","68","71","38","63","0","17","30","34","0","17","0","17","0","17","0","17","0","17","0","17","0","17","166","92","1400000US25009260402","Census Tract 2604.02, Essex County, Massachusetts"
"1864","280","1759","269","1627","265","132","83","132","83","0","12","0","12","0","12","0","12","44","37","20","31","0","12","24","19","0","12","0","12","0","12","0","12","0","12","0","12","8","15","53","51","1400000US25009260500","Census Tract 2605, Essex County, Massachusetts"
"2169","325","1939","270","1535","292","404","171","404","171","0","12","0","12","0","12","0","12","118","86","97","84","0","12","21","34","0","12","0","12","0","12","0","12","25","35","0","12","58","64","29","39","1400000US25009260600","Census Tract 2606, Essex County, Massachusetts"
"2534","306","2256","264","1867","248","389","203","339","203","40","33","0","12","0","12","10","15","130","94","89","87","10","15","31","28","0","12","0","12","11","18","0","12","0","12","42","52","52","53","43","26","1400000US25009260700","Census Tract 2607, Essex County, Massachusetts"
"2304","300","1944","262","1641","268","303","121","283","115","20","33","0","17","0","17","0","17","138","103","135","103","3","8","0","17","0","17","0","17","0","17","0","17","0","17","130","103","27","25","65","58","1400000US25009260800","Census Tract 2608, Essex County, Massachusetts"
"2594","334","2164","296","1822","303","342","179","284","177","0","12","30","37","28","44","0","12","119","125","48","86","0","12","71","85","0","12","0","12","32","52","0","12","26","36","46","71","56","90","151","125","1400000US25009260900","Census Tract 2609, Essex County, Massachusetts"
"2114","223","1991","228","1821","247","170","105","103","72","49","77","18","23","0","12","0","12","33","31","9","14","0","12","24","29","0","12","0","12","0","12","0","12","0","12","14","23","50","56","26","42","1400000US25009261000","Census Tract 2610, Essex County, Massachusetts"
"2564","209","2301","222","2157","225","144","69","135","67","9","14","0","12","0","12","0","12","15","18","0","12","6","12","9","14","0","12","0","12","23","25","0","12","9","14","34","34","21","24","161","63","1400000US25009261101","Census Tract 2611.01, Essex County, Massachusetts"
"2996","296","2769","286","2424","289","345","98","345","98","0","17","0","17","0","17","0","17","64","50","0","17","0","17","64","50","0","17","0","17","20","31","0","17","0","17","20","30","67","48","56","66","1400000US25009261102","Census Tract 2611.02, Essex County, Massachusetts"
